content,hotel,stars,title
"La ubicacion es lo mejor, pero tambien hay q decir que es muy recomendable por su precio y servicio. Muy recomendabcle. Limpieza buena, el desayuno muy granadino y de buena calidad. Recepcionista muy atentA.",Plaza Nueva Hotel,4 de 5 burbujas,Excelente ubicación¡¡¡
"Aunque en esta ocasión sòlo ha sido para una noche de paso, próximamente seguro que volveremos.",Posada de Quijada,"3,5 de 5 burbujas",Experiencia inmejorable
"Hemos estado dos noches y nos han atendido fenomenal las chicas, explicandonos y aconsejandonos los lugares más curiosos. El desayuno exquisito con postres y mermeladas caseras.Un lugar muy acojedor y tranquilo.",Posada de Quijada,"3,5 de 5 burbujas",Volveremos!!!
"El hotel esta muy bien situado, centrico, al lado de la catedral, carrera del Darro y la calle Elvira, bien conocida por sus tapas, bares y tiendas, un lugar agradable para pasear.",Plaza Nueva Hotel,4 de 5 burbujas,DECEPCIONANTE
"Es verdad que está muy bien situado, pero la verdad es que las fotos que vimos por internet no tenían absolutamente nada que ver con lo que nos encontramos. nuestra habitación era interior, casi sin luz (ni artificial ni natural), las camas son buenas pero las almohadas incomodísimas, y por la noche hay mucho ruido por el pub que hay en el hotel (el mismo en el que se desayuna). el desayuno estaría bien de no ser por que la bollería está seca, el café bastante malo y las tostadas te las traen ya untadas en vez de traerte el envase individual. ",Plaza Nueva Hotel,4 de 5 burbujas,escapada a Granada
Mis felicitaciones al personal del Hotel que hicieron lo imposible por ayudarnos en la tediosa tarea de circular con el coche por el centro de Granada para dirigirnos al hotel. La circulación del tráfico en el centro de Granada está restringido y la probabilidad de multa es elevada y el personal del Hotel nos ha ayudado para evitar ser multados. ,Plaza Nueva Hotel,4 de 5 burbujas,Cancelación Reserva
"Hemos tenido algunos viajes por carretera, y por ""obligación"" hemos tenido que pasar por Abades, donde hemos encontrado desayunos extremadamente caros y de una calidad pésima, pues en el ultimo viaje que efectuamos por zona de burgos y valladolid, nos ponian las tostadas ya "" tostadas y frias del monton"" no velvere mas y si el conductor del autobus nos para en los abades prefiero llevar un bocadillo, aparte todo muy caro.",Abades Nevada Palace,"3,5 de 5 burbujas",Hotel de muy buena erección sobre todo si vas al Palacio de Deportes
"Me he alojado en este hotel varias veces pero esta última he notado una bajada de calidad importante.  Empezando porque en la habitación funcionaban solo mitad de las bombillas (llegue a pensar que era algún método de ahorro),  continuando con que la ducha echaba el agua hacia la pared porque no se mantenía en el soporte (lo que dificulta bastante lavarte bien la cabeza),  otro punto negativo fue el gimnasio que abre a las 10 de la mañana (en un hotel que se anuncia para negocios y convenciones me parece más que tarde)  y por último que desayuno: zumo de naranja de sobre,  fruta de lata (salvo la piña),  ni un sobre de azúcar moreno (entiendo que si pides te traerán pero me resulta más fácil tenerlo ya en la mesa)  aunque debo decir que el pan si resultaba muy bueno. ",Abades Nevada Palace,"3,5 de 5 burbujas",Desayunos en carreteras malisimos y carisimos
"Buenas tardes, acabo de llegar de Granada y quiero comentarles lo que me ha sucedido el sábado 16/03/ con  este Hotel (Hotel Plaza Nueva, Granada), había reservado una habitación doble el día 25 de Enero por medio de un paquete de RENFE, el día 22 de Febrero, recibí una comunicación de RENFE indicándome que me pusiera en contacto con el hotel reservado para confirma la habitación ya que había problemas con algunas agencias. Así lo hice y ese mismo día 22/02/2013 me puse en contacto con el hotel donde me indicaron que no había ningún problema con la agencia que llevaba mi hotel. De todas formas insistí en el tema con el operario del hotel indicándole que me reservara la habitación a mi nombre, dándole una dirección y un teléfono para que en el  caso de que sucediera alguna cosa que pudiera afectar mi reserva me lo indicaran. El operario del hotel me dijo que de acuerdo, tomo mis datos y me dijo que me preocupara que toda estaba en orden y que si pasaba algo me avisarían. Así quedo la cosa y cuál fue mi sorpresa que cuando llegue este sábado día 16 de Marzo a la 13:30 al hotel me indican que la reserva de la habitación ha sido cancelada el día 08/03/2013 por la agencia (HOTELBEDS). Como pueden imaginar intente hablar con la agencia pero los fines de semana no trabajan. En el hotel me decían que no tenían ninguna llamada hecha por mí y que no era posible, que no era verdad lo que les decía de que les había llamado para confirma la habitación. (Puedo confirmar las llamadas con el listado de llamadas del móvil). Total que a las 14:00 de este famoso puente estoy en Granada sin hotel. ",Plaza Nueva Hotel,4 de 5 burbujas,Ubicacion perfecta
"Mi marido y yo pasamos dos noches en este hotel. Esta a cinco minutos del centro de Granada y en una zona muy bonita. Las habitaciones muy limpias y las camas eran muy muy grandes. El personal de recepción nos ayudó en todo lo que necesitamos. A mí se me olvidó el neceser en la habitación y las chicas de la limpieza lo entregaron en recepción y me facilitaron el poder recogerlo para que me lo enviasen a Madrid. Me siento muy agradecida por ello. Si hay que ponerle alguna pega, sería el zumo de por la mañana que era prácticamente agua. Por lo demás, el hotel está muy bien",Hotel Los Angeles &Spa,4 de 5 burbujas,Hermoso!
"Habitaciones triples pegadas al ascensor y muy mal aisladas, el ascensor se escucha toda la noche subir y bajar.",Abades Nevada Palace,"3,5 de 5 burbujas",ESCAPADA ROMÁNTICA 
"La ubicacion es perfecta para ir andando por toda la ciudad. El servicio excelente, nos recomendaron lugares de tapeo excelentes. El desayuno muy variado, la calidad se puede mejorar, pero no tengo ninguna queja.",Plaza Nueva Hotel,4 de 5 burbujas,Muy buen hotel
Hotel de frecuente estancia de equipos de fútbol de línea muy moderna con restaurante de 3 Tenedores con un personal muy amable servicio de taxi continuo gracias a la recepción habitaciones muy amplias con muy buena limpieza característica especial del retrete de origen asiático da ciertas servicios especiales,Abades Nevada Palace,"3,5 de 5 burbujas",Muy ruidoso y sucio
"Alojamiento con un encanto difícil de superar. Cada detalle está cuidado al máximo, tanto en las habitaciones como en las zonas comunes. La localización es perfecta para callejear por Granada. Los desayunos que ofrecen son caseros y más que deliciosos. Pero lo mejor es su personal, unas chicas encantadoras que se esmeran en hacer que la estancia en Granada sea inmejorable.",Posada de Quijada,"3,5 de 5 burbujas",Como estar en casa.
"Excelente Hotel, hace honor a su categoría de estrellas, trato del personal exquisito, bien comunicado con parada bus que lleva al cetcano barrio del zaidin, con bastante aparcamiento en calles adyacentes, bares cercanos con muy buenas tapas. El restaurante aceptable, desayuno buffet muy completo y variado, y estupendo circuito de spa, salvo pequeños detalles de descuido... En general muy recomendable calidad precio.",Abades Nevada Palace,"3,5 de 5 burbujas","Sin duda alguna, volveremos 😊"
"El desayuno una pasada. El lugar es precioso y súper limpio. Ademas todas són súper amables! Hemos estado muy comodas, este lugar te hace sentir Como en casa. Cerca del centro en pleno albahicin. Para volver! ",Posada de Quijada,"3,5 de 5 burbujas",Ubicación y atención de 10 en el Albaicin
"Ha sido un viaje precioso, nos hemos alojado en la Posada de Quijada en pleno Albaycin, ubicación inmejorable, con opción a parking privado que lo recomiendo totalmente por qué alojándote en esta posada te moverás andando a todo sitio!!!!! ",Posada de Quijada,"3,5 de 5 burbujas",Geniales!
"Muy bien situado, con acceso fácil y cerca del centro dando un agradable paseo. Habitaciones y espacios comunes muy bien cuidados. Desayuno casero y muy muy bueno! Las propietarias además son muy amables y te ayudan para moverte por la zona y por Granada",Posada de Quijada,"3,5 de 5 burbujas",No hemos podido hacer mejor elección!
Ubicación ideal con preciosa y tranquila terraza donde los desayunos y cenas en familia son muy agradables. Habitación amplia y muy limpia.,Posada de Quijada,"3,5 de 5 burbujas",Un lugar con encanto
"Me hospedé en este hotel durante una noche y la verdad es que no lo recordaré por nada en concreto, la decoración era demasiado anticuada para mi gusto, el sitio si es estupendo, aún así sólo fue alojamiento, no estuve en el desayuno,ni comida....por lo que de lo demás no puedo hablar. Para mí un restaurante que pasará sin pena ni gloria.",Plaza Nueva Hotel,4 de 5 burbujas,Visita a Granada
"Centrico,con  bonitas  vistas,bien situado  ...tranquilo,habitaciones limpias quizas algo clasico pero comodo y trato correcto  de parte de las personas que regentan el  hotel,cerca  esta  la Catedral,tambien restaurantes y bares  tipicos  una  zona  bonita para pasear.",Plaza Nueva Hotel,4 de 5 burbujas,"""Con encanto y cerca de todo"""
"Centrico, pequeño,bien ubicado,  y con habitaciones con nombres de floresy plantas y con personal amable y dispuesto a ayudarte si lo necesitas.",Plaza Nueva Hotel,4 de 5 burbujas,una decoración que no va conmigo
"Te sorprende cuando llegas,la decoración del lobby y la cafeteria es años 50,recepción chiquitita.Nuestra habitación, TOMILLO 16,bastante grande asi como el baño,importante si vas con niños como nosotros,con mucha luz y vistas a la torre de la alcazaba,aunque estabamos en la primera planta.El personal del hotel encantador,te hacen sentir como en casa,cualquier problema o duda la resuelven en el momento,zona wifi gratuita en la cafeteria y en el lobby.El desayuno continental,seria normalito sino estuviera amenizado por JUANJO,el pianista k hace de tu desayuno algo especial,está miercoles,jueves y viernes,Llega a las 10.30 y tb está por las tardes.En frente del hotel está el autobus k te lleva al albaycin  y al sacromonte y un poquito mas allá el k te lleva a la Alhambra.Está situado en pleno centro y zona de tapas,mejor imposible.Eso si con el coche imposible,mejor buscar un parking público k tnga bono semanal y acercarte al hotel en bus sino llevas mucho equipaje, o en taxi.  .",Plaza Nueva Hotel,4 de 5 burbujas,Muy cerca de todo
"El hotel en general está muy bien, el mobiliario, la limpieza, el personal,... Todo es correcto. Y casi siempre tienen muy buenos precios comparado con los hoteles que hay por la misma zona en distintas temporadas. El único pero es que al estar en una posición muy céntrica tiene ventajas e inconvenientes. Está a la mano de todo, sobretodo de la zona de tapas de C/Elvira y también pilla muy cerca para tapear por C/Navas o por la zona de la Catedral. Esto a su vez puede ser un inconveniente porque siempre hay gente por estas calles y si os ocurre lo mismo que a nosotros y es un fin de semana en el que parecía que había una concentración de despedidas de solter@ pues siempre se oye un poco de ruido de la calle. De todas formas es algo soportable si no eres muy quisquilloso y la situación, calidad y precio del hotel merecen la pena. Ah! Tienen unas habitaciones con vistas a Plaza Nueva que tienen que ser preciosas. Y tiene parking propio en la C/Almireceros (aunque hay que decir que por la estrechez de este tipo de calles hay que manejarse bien al volante).",Plaza Nueva Hotel,4 de 5 burbujas,Hotel de referencia en Granada
pasamos in fin de semana muy agradable en este alojamiento.La atención por parte de las chicas que están a cargo de la Posada inmejorable.El desayuno bueno y sobre todo el jardín donde no lo tomamos cada día.Se sale de lo convencional que te ofrece un hotel .,Posada de Quijada,"3,5 de 5 burbujas",En el cielo
"Pasamos dos noches en nuestra estancia en Granada. Situado en una céntrica calle típica por sus locales de tapeo, la calle Navas. La estancia fue perfecta, hotel limpio, trato agradable y desayuno correcto. Agradecemos al personal del hotel que nos pudiera realizar el trámite de las entradas a la Alhambra con muy poca antelación. Así como sus indicaciones para poder llegar hasta sus instalaciones.",Hotel Palacio de Los Navas,4 de 5 burbujas,Muy recomendable
"El hotel tiene mucho encanto y esta muy cuidado y sobre todo muy limpio, es un lugar muy acogedor donde te sientes como en casa . La ubicación es inmejorable para visitar la ciudad. Si volvemos a Granada repetiremos. Consejo: Sigue la indicaciones de la web del hotel para llegar y aparcar.",Hotel Palacio de Los Navas,4 de 5 burbujas,Muy recomendable
"Todos los años asistimos tres o cuatro días a los festivales de música y danza de Granada. Creo que hemos pasado por casi todos los hoteles de granada... hasta que hace unos años (4 años ya) dimos con La Posada de Quijada. Desde entonces no hay otro lugar para nosotros. Es bonito, es cómodo, es silencioso, es agradable..... pero lo mejor de todo es que te sientes mimado, como en casa de tu madre. Impagable!!",Posada de Quijada,"3,5 de 5 burbujas",Sitio con ENCANTO..... 
El hotel tiene aspectos muy positivos y otros no tanto:,Hotel Palacio de Los Navas,4 de 5 burbujas,Ubicación perfecta 
"Fuimos una amiga y yo de finde a Granada. Deciros que no pudimos hacer mejor elección. Sitio con  mucha paz, tranquilo, todo los detalles necesarios para una agradable estancia, una limpieza *impecable*, desayuno muy cuidado, el trato por parte de ellas excelente. De hecho le hemos regalado  a mis padres un finde aquí también,ya que aunque parezca difícil se está como en casa o mejor. Repetiré sin dudar!!! Habéis hecho que me vaya con mejor sabor y recuerdo de esta bonita ciudad. Gracias chicas!!! ",Posada de Quijada,"3,5 de 5 burbujas",Posada con Encanto
Fuimos a pasar un fin de semana con amigos y no pudimos hacer mejor elección.,Posada de Quijada,"3,5 de 5 burbujas",Una experiencia mágica en el Albaycín
"Llegar a un enclave de ensueño como El Barrio del Albaycín y que te reciba Leire, una de sus dueñas con esa sonrisa, esa simpatía y una limonada casera bien fresquita, es una experiencia difícil de describir. Las habitaciones son una maravilla (perfectamente acondicionadas para el calor y el frío, decoradas con mimo y gusto, limpias y en perfecto estado), aunque la azul, que fue la que nosotros ocupamos es preciosa.",Posada de Quijada,"3,5 de 5 burbujas",Sitio Fantástico
Un sitio fantástico lleno de detalles. Todo muy cuidado por las posaderas. Repetiré. La habitación amplía y muy acogedora. El desayuno muy completo con excelentes dulce y unos vinos y tapas exquisitos. ,Posada de Quijada,"3,5 de 5 burbujas",Alojamiento con encanto 😍
"Pasamos dos noches en este hotel del centro de Granada que nos habían recomendado y que resultó ser un acierto. Está muy bien situado, justo en el centro, en una calle peatonal de las más turísticas, con fácil acceso. ",Hotel Palacio de Los Navas,4 de 5 burbujas,Cara y cruz
"Hemos estado un fin de semana, trato muy cuidado en un sitio espectacular, donde se cuidan toda clase de detalles. El desayuno muy variado y todo muy bueno. ",Posada de Quijada,"3,5 de 5 burbujas",Fantástico fin de semana
"Estimada Carmen, ",Room Mate Leo,4 de 5 burbujas,Perfecto
"Estimado cliente,",Marquis Hotels Issabel´s,4 de 5 burbujas,Robo
Un lugar con mucho encanto y muy bien situado. Cerca de muchos puntos de interés de Granada sin dejar de ser un espacio tranquilo para descansar. El trato es espectacular y el desayuno nos ha encantado.,Posada de Quijada,"3,5 de 5 burbujas",La estancia perfecta 
"Se trata de un hotel que, probablemente tenga una de las mejores ubicaciones de la ciudad de Granada, tal vez sea ésta su mejor cualidad. El hotel en sí se trata de un establecimiento bastante moderno, tanto es así que la planta baja se dedica principalmente a bar/restaurante/pub/terraza, sin una recepción al uso, más que un pequeño atril que sirve para pagar consumiciones y para la recepción del hotel y que, muchas de la veces no hay nadie puesto que están atendiendo el bar. No hemos de olvidar que estamos hablando de un hotel de 4 estrellas a 200 euros la noche. El hotel dispone de dos plantas y un pequeño spa. Las habitaciones absolutamente minimalistas, limpias, cama bastante cómoda y vistas inmejorables al centro de la ciudad. El baño amplio, ducha muy buena, del resto nada que destacar. En cuanto al spa, decir que estaba bien, tranquilo, con una piscina con el agua caliente y dos chorros de presión, el resto de las instalaciones, o cerrado o utilizado para almacén. No había toallas ni, las dos veces que bajamos, encontramos persona alguna atendiendo las instalaciones. Por último, señalar que llamé en varias ocasiones a recepción y ninguna de ellas me contestaron. Per cierto, nos ofrecieron el desayuno, que rehusamos, por 18 euros, cuando la zona está rodeada de establecimientos que se puede desayunar con zumo natural por 3,5 euros. En definitiva, es como hospedarse en un bar de copas pero de 4 estrellas al precio de esas estrellas.",Marquis Hotels Issabel´s,4 de 5 burbujas,Hotel céntrico
"Resulta que hago una reserva con 4 meses de antelación, una habitación para dos adultos y con dos niñas, una de 2 y otra de 6 años, me dan el precio, lo acepto. La sorpresa llega cuando llegamos al hotel y resulta que al precio de la habitación le tenemos que añadir 30€ por noche por la niña de 6 años o 50€ si queremos una cama supletoria. Vamos, que van y me dicen que debería haber llamado a la hora de hacer la reserva por lo de la niña porque había reservado una habitación doble, un robo absoluto, 90€ como si nada. Vamos, que yo hago la reserva, yo pago por un servicio y así quitarme problemas y me encuentro con esto, vaya gracia.",Marquis Hotels Issabel´s,4 de 5 burbujas,"Céntrico, buen trato, moderno"
"Ha sido una vergüenza. Un robo. Lo único bueno del hotel es que esta en pleno centro. Para nada un Hotel de 4 estrellas. Nos dijeron que podíamos pasar por todo el centro con el coche por estar alojados en el hotel. Ahora resulta que nos llega una multa y no se hacen responsables. El servicio fatal. Con respecto al desayuno, que iba incluido, pido una segunda tostada ya que la que ponen es minúscula y me dicen que las tostadas cuestan 2€ y que solo se incluye una. Eso después de pagar una pasada por pasar dos noches con desayuno incluido. La rubia con gafas encargada del desayuno debería aprender a tratar con los clientes y tener algo más de educación. No hay salón para desayunar. El desayuno lo sirven y en la entrada donde hace un frío y terrible y y tiene unos calefactores de cuarto de baño que saltan cada dos por tres por falta de potencia eléctrica... Sin clase ni consideración alguna. Y para colmo de males, el spa es irrisorio. Una sala donde hace mucho frío y una piscina con agua fría. Nos quedamos muertos. No había absolutamente nadie, obviamente. Ha sido tirar el dinero y me siento totalmente estafada.",Marquis Hotels Issabel´s,4 de 5 burbujas,DE LO MEJOR DE GRANADA
"Un hotel nuevo , muy moderno y con una gran situación. Se puede ir andando a cualquier lugar de interés.",Marquis Hotels Issabel´s,4 de 5 burbujas,GRAN OPCIÓN PARA TOMAR UNA COPA
"Es un hotel moderno una pequeña recepción buen servicio, las habitación cama grande y comfortable, baño",Marquis Hotels Issabel´s,4 de 5 burbujas,Localización inmejorable
"Buscaba un lugar céntrico para no tener que coger el coche. La localización del hotel es inmejorable, a apenas 100 metros de los restaurantes para tapear y a 300 metros del Albaicín. Es un concepto de hotel muy diferente donde predomina el inmejorable trato de su joven pero eificiente y agradable servicio. ",Marquis Hotels Issabel´s,4 de 5 burbujas,Decepcionante
"No nos alojamos en el hotel, simplemente acudimos a su zona de bar para tomar una copa, la cual es amplia y confortable. Cuenta con una gran variedad de marcas y los precios son razonables. El ambiente es bueno y el servicio muy profesional. Lugar ideal para disfrutar de una buena conversación. ",Marquis Hotels Issabel´s,4 de 5 burbujas,Moderno y bien ubicado
"Estimada huésped,",Room Mate Leo,4 de 5 burbujas,Superó nuestras expectativas. Volveremos.
"Es un lugar para estar incluso mejor que en casa: agradable, cómodo, super limpio, con decoración original y cuidada al mínimo detalle, y lo más importante, acogedor. ",Posada de Quijada,"3,5 de 5 burbujas",Bien establecimiento para alojarte en el Albaicin
"Estimado Sr. Diego, nos alegramos enormemente de que su estancia en nuestro hotel la haya disfrutado. Para nosotros las opiniones de todos nuestros clientes nos ayudan a seguir mejorando, por lo tanto, gracias por sus comentarios hacia nuestro personal, y nuestra situacion en pleno centro. Esperamos volver a verle en Room Mate Leo si decide volver a Granada. Un saludo",Room Mate Leo,4 de 5 burbujas,Muy recomendable
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Hotel con encanto
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Fantástica relación calidad precio
"Estimada Majoartes,",Marquis Hotels Issabel´s,4 de 5 burbujas,Fabuloso¡
"Es un hotel nuevo, tiene poco más de un año. La decoración del hall y de las habitaciones es muy simpática, lámparas de diferentes medidas y formas, flores colgadas del techo, armarios encastrados en las paredes como ocultos, música en la entrada chill out, y una cafetería bastante original.",Marquis Hotels Issabel´s,4 de 5 burbujas,Hotel perfecto 
"Estimado FJ M,",Marquis Hotels Issabel´s,4 de 5 burbujas,Unos días en Granada 
"Estimado mymzone,",Marquis Hotels Issabel´s,4 de 5 burbujas,Menudo desastre de hotel... Por llamarlo de alguna forma 
"Todo esta nuevo, el desayuno muy completo, las chicas que llevan el hostal muy amables, estuvieron pendientes en todo momento. La cama muy confortable. Baño nuevo. ",Posada de Quijada,"3,5 de 5 burbujas",Familiar
"Lo que me llevó a reservar en este hotel, en primer lugar, fue su localización, perfecta para patear todo el centro de Granada y más allá. ",Marquis Hotels Issabel´s,4 de 5 burbujas,Buen hotel moderno
"Un lugar con un encanto especial, Inmejorable situación, habitaciones especialmente acogedoras y un trato de excelencia con un toque personal que te hace sentirte como en casa. Las viandas de lo mejor , exquisito hasta de quitar el sentido. Recomendamos Ese lomo de orza, el jamón por supuesto , y lo que queráis pedir que lo hacen como si para ellas fuera.lo mejor de todo el cariño, el agrado a su labor y su buen hacer.  Gracias Julia, Leire y Ainoha.",Posada de Quijada,"3,5 de 5 burbujas",En pleno Albaicìn
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Estancia como en Casa !!!!
Estimado Cliente ,Room Mate Leo,4 de 5 burbujas,Excelente hotel y excelente ubicación
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Muy bien
"Estimada Sra. Maria,",Room Mate Leo,4 de 5 burbujas,Bonito pero esperaba algo más. 
Estimada Clienta ,Room Mate Leo,4 de 5 burbujas,100% recomendable
"En pleno Albaicín, en una calle sin paso de vehículos, muy tranquilo. Solo se oyen pajaritos y el patio interior es una maravilla para sentarse y disfrutar de la tranquilidad. Las personas que lo atienden son amables a mas no poder, siempre pendientes de lo que necesitas. Tienen un garaje donde dejar tu coche muy cerca del hotel. El desayuno abundante y muy variado, servido a la hora que tu quieres.. En fin, un acierto en todo. Y además, a cinco minutos del centro...Solo hay que dejarse caer por la callejuelas y apareces en Plaza Nueva. Te dan muchísima información para visitar la ciudad y te guardan las maletas hasta que te marchas, después de dejar la habitación, que está decorada sencilla pero con mucho gusto. Te sientes como en casa.",Posada de Quijada,"3,5 de 5 burbujas",PERFECTO
"Lugar encantador, perfecto para un fin de semana romántico. Enclavado en un precioso carmen en medio del Albaicín y donde todo es paz y sosiego. Nos recibió Ainhoa y fué todo amabilidad dándonos todo tipo de explicaciones sobre la ciudad para que nuestro aniversario fuese perfecto.",Posada de Quijada,"3,5 de 5 burbujas",Magnifico 
"Alojamiento en pleno Albaycín pero fuera del bullicio. Las 6 habitaciones dan al mismo patio interior de la posada, garantizando el silencio. Ainhoa y Leyre nos han hecho sentir como en casa. Un 10! No olvides preguntar por todas las recomendaciones, inacabables!",Posada de Quijada,"3,5 de 5 burbujas",Espectacular y con mucho encanto!
"Hemos pasado unos días varias familias con niños en este hotel idílico, y conseguimos reservar todas las habitaciones, eso sí, haciéndolo con mucha antelación. Queríamos algo diferente en Granada y encontramos este pequeño hotel situado en pleno corazón del Albayzin, a muy poca distancia del centro. El hotel está una zona muy tranquila, todas las habitaciones son diferentes, una decoración muy cuidada, todo puesto con mucho detalle y el patio es maravilloso, en conclusión un buen sitio para desconectar y sentirte como en casa. Los desayunos son buenísimos, y también existe la opción de poder cenar o comer allí, todo lo que hemos probado estaba delicioso. La dueña del establecimiento Ainhoa, y su gran equipo Leyre y Julia, son encantadoras y el trato ha sido genial, se han volcado con nosotros desde el principio, haciendo las reservas tanto de restaurantes como de la Alhambra, nos han sugerido diferentes rutas para conocer Granada y han estado siempre pendientes de todos nosotros durante la estancia. Todo un descubrimiento, lo recomiendo y está claro que volveremos!!!Muchas gracias a todo el equipo de la Posada de Quijada por estos días tan increíbles!!!",Posada de Quijada,"3,5 de 5 burbujas",Lo mejor su gente
"El hotel es óptimo para describir Granada y su casco antiguo ya que está muy bien ubicado. Además la decoración es preciosa, moderna y elegante. Sin embargo, para los que llevan coche no es una buena idea: el parking no está en el hotel y es un aparcacoches el que de encarga de los vehículos en horario de 9 a 9 (Olvídense de llegar tarde o de salir a trabajar a una hora normal) y en una zona de tráfico restringido. Además, el desayuno es caro y escaso (18€ por 4 cosas básicas de una carta bastante pobre. No Buffet)",Marquis Hotels Issabel´s,4 de 5 burbujas,Un hotel peculiar en el centro de granada
Más que encantados con el trato tan personal y familiar.,Posada de Quijada,"3,5 de 5 burbujas",Trato personalizado en pleno Albaycín
"Su ubicación es inmejorable y su diseño está genial. El servicio es muy atento, hay buen ambiente, los gintonics son dignos y, teniendo en cuenta que es un hotel nuevo, moderno, de cuatro estrellas y está en la zona más cara de Granada, pienso que 7€ no es un precio demasiado elevado. La verdad es que el día que fui estuve en la gloria y, sin duda, pienso repetir. Recomendable.",Marquis Hotels Issabel´s,4 de 5 burbujas,Bar de copas con Hotel
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Escapada a Granada
"Estimada Esther,",Room Mate Leo,4 de 5 burbujas,Recomendadísimo!!! 
"Estimado Javi,",Room Mate Leo,4 de 5 burbujas,"Céntrico, gran personal y excepcional desayuno"
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Room Mate nunca decepciona! ❤️
"Estimado InoLopez,",Marquis Hotels Issabel´s,4 de 5 burbujas,En el centro de todo
Estimada Clienta ,Room Mate Leo,4 de 5 burbujas,Buen hotel
"Estimada Tecnileds,",Marquis Hotels Issabel´s,4 de 5 burbujas,una gran decepción 
Estimado PatoLukas! ,Marquis Hotels Issabel´s,4 de 5 burbujas,Cafetería con encanto y tranquila
"Llegamos a Granada sin haber podido planificar casi el viaje y sin saber bien qué visitar o qué hacer, y nada más llegar Leire nos dio muchísimas sugerencias y nos habló sobre la historia tanto del Albayzin como de Granada mientras nos tomábamos una copa de vino en ese patio tan encantador. Poco a poco fuimos conociendo al resto del equipo mientras hacían todo lo posible para que nuestra estancia fuera memorable, desde acompañarnos a aparcar el coche en su parking a escasas calles de la Posada, hasta hacernos reserva para ver un espectáculo flamenco o recomendarnos sitios escondidos donde van los locales. La habitación era un sueño con vistas a la Alhambra y a la sierra donde pudimos relajarnos tras ""patear"" la ciudad y visitar los edificios más antiguos de los que nos habló Ainhoa. ",Posada de Quijada,"3,5 de 5 burbujas",Un tesoro en el Albayzin
"Es una excelente opción para pasar unos días en Granada, esta situado en pleno corazón del maravilloso barrio del Albaicin, del primer minuto al último el trato fue amable y servicial, las habitaciones están perfectamente acondicionadas, la cama cómoda y cálida. El desayuno casero, en el mejor sentido de la palabra, las chicas que te atienden en la casa muy simpáticas y agradables, cualquier cosa que te surja te lo solucionarán sin problemas. Un consejo, coge el aparcamiento, te resultara imposible circular y aparcar por las cercanías. 100% aconsejable.",Posada de Quijada,"3,5 de 5 burbujas",Espectacular en todos los sentidos
Acabamos de pasar dos noches maravillosas en el corazon del barrio del Albayzin en Granada. La habitación añil es ideal para viajar en familia.,Posada de Quijada,"3,5 de 5 burbujas",Trato amable y agradable
"Hotel perfectamente ubicado, muy próximo a todo, en pleno centro. Muy moderno y vanguardista, habitaciones muy bonitas, con un baño espectacular. El trato de personal ha sido siempre excelente, La Cocina del restaurante una maravilla, obligado cenar un día porque está todo espectacular. La terracita por la noche para tomar una copa es un espectáculo. Sin duda, repetiré cuando vuelva a Granada.",Marquis Hotels Issabel´s,4 de 5 burbujas,Fin de semana
"Estimados huéspedes,",Room Mate Leo,4 de 5 burbujas,Acogedor hotel para un puente romantico
"Estimada Asunción,",Room Mate Leo,4 de 5 burbujas,UBICACIÓN Y SERVICIOS PERFECTOS
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,Bueno...
"Estimado huésped,",Room Mate Leo,4 de 5 burbujas,PRECIO DEMASIADO ALTO PARA LOS SERVICIOS OFRECIDOS
"Estimada María,",Room Mate Leo,4 de 5 burbujas,Escapada cuca y con encanto 👫☀️❣️
"Ubicación inmejorable( en pleno centro) , decoración moderna y cuidada. Todo de 10. Sobre todo la amabilidad de las chicas de recepción que fueron muy atentas y agradables. Las habitaciones son fantásticas, muy luminosas  y el baño  totalmente moderno y lujoso. Tuvimos la oportunidad de visitar su spa también y no decepcionó para nada, su ambiente , música y la tranquilidad que daba fue estupenda para pasar un rato de relax. Muy recomendado , sin duda repetiremos.",Marquis Hotels Issabel´s,4 de 5 burbujas,INMEJORABLE!!!
"Estimada Maria S,",Marquis Hotels Issabel´s,4 de 5 burbujas,Bueno para vacaciones
"Ubicación excepcional,pleno centro de Granada.La habitación inmejorable con una cuidada limpieza y decoración exquisita.Vaya por delante la amabilidad de las recepcionistas y un mundo de detalles con el cliente:café y té gratis en la habitación y bebida y tapa grstis también a la llegada.Volveremos sin duda y se lo recomendare a todo el mundo",Marquis Hotels Issabel´s,4 de 5 burbujas,Nuevo descubrimiento 
Hotel muy centrico instalaciones buenisimas. El trato muy bueno. Dispone de restaurante cocina moderna con musica en vivo... tambien se puede disfrutar de la sauna y piscina en el sótano. Cerca parada de autobus taxi...,Marquis Hotels Issabel´s,4 de 5 burbujas,Fantástico 
